"Year","Make","Model","Price","Trim","Body","Mileage","VIN","TitleType","ExteriorColor","InteriorColor","Transmission","Drive","Cylinders","Horsepower","Torque","PriorUse","EngineLiter"
2008,"Infiniti","EX35",13998,"Journey",NA,113000,NA,NA,"White","Tan","Automatic","4WD",6,"297horsepower@6800rpm","253torque@4800rpm","Fleet",3.5
2010,"Infiniti","EX35",17998,NA,NA,72000,NA,NA,"White","Tan","Automatic","4WD",6,"297horsepower@6800rpm","253torque@4800rpm","Fleet",3.5
2013,"Infiniti","G37",23998,"X",NA,25000,NA,NA,"White","Black","Automatic","4WD",6,"330horsepower@7000rpm","270torque@5200rpm","Fleet",3.7
2013,"Infiniti","JX35",29998,NA,NA,24000,NA,NA,"White","Tan","Automatic","4WD",6,"265horsepower@6400rpm","248torque@4400rpm","Fleet",3.5
2012,"Infiniti","M56",21998,"X",NA,98000,NA,NA,"Silver","Black","Automatic","4WD",8,"420horsepower@6000rpm","417torque@4400rpm","Fleet",5.6
2014,"Infiniti","Q50",25998,"Premium",NA,31000,NA,NA,"Blue","Black","Automatic","4WD",6,"328horsepower@7000rpm","269torque@5200rpm","Fleet",3.7
2014,"Infiniti","Q50",29998,"Hybrid Premium",NA,30000,NA,NA,"Gray","Black","Automatic","4WD",6,"360horsepower@6500rpm","258torque@0rpm","Fleet",3.5
2014,"Infiniti","Q50",30998,"Hybrid Sport",NA,30000,NA,NA,"White","Black","Automatic","4WD",6,"360horsepower@6500rpm","258torque@0rpm","Fleet",3.5
2016,"Infiniti","QX60",35998,NA,NA,17000,NA,NA,"Silver","Black","Automatic","4WD",6,"265horsepower@6400rpm","248torque@4400rpm","Fleet",3.5
2014,"Infiniti","QX60",28998,NA,NA,40000,NA,NA,"Burgundy","Tan","Automatic","4WD",6,"265horsepower@6400rpm","248torque@4400rpm","Fleet",3.5
2014,"Infiniti","QX60",28998,NA,NA,40000,NA,NA,"Burgundy","Tan","Automatic","4WD",6,"265horsepower@6400rpm","248torque@4400rpm","Fleet",3.5
2015,"Infiniti","QX60",28998,NA,NA,35000,NA,NA,"Silver","Black","Automatic","4WD",6,"265horsepower@6400rpm","248torque@4400rpm","Fleet",3.5
2014,"Infiniti","QX60",30998,"Hybrid",NA,37000,NA,NA,"Gray","Black","Automatic","4WD",4,"250horsepower@5600rpm","243torque@3600rpm","Fleet",2.5
2014,"Jeep","Cherokee",21998,"Limited",NA,28000,NA,NA,"Gray","Black","Automatic","4WD",4,"184horsepower@6250rpm","171torque@4800rpm","Fleet",2.4
2016,"Jeep","Cherokee",21998,"Limited",NA,24000,NA,NA,"Gray","Black","Automatic","4WD",4,"184horsepower@6250rpm","171torque@4800rpm","Fleet",2.4
2015,"Jeep","Cherokee",19599,"Sport",NA,26000,NA,NA,"Black","Gray","Automatic","4WD",4,"184horsepower@6250rpm","171torque@4800rpm","Fleet",2.4
2016,"Jeep","Cherokee",24998,"Trailhawk",NA,26000,NA,NA,"White","Black","Automatic","4WD",4,"184horsepower@6250rpm","171torque@4800rpm","Fleet",2.4
2016,"Jeep","Cherokee",27998,"Trailhawk",NA,12000,NA,NA,"Gray","Black","Automatic","4WD",6,"N/A","N/A","Fleet",3.2
2012,"Jeep","Grand",20998,"Cherokee Laredo",NA,70000,NA,NA,"Silver","Tan","Automatic","4WD",6,"290horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2012,"Jeep","Grand",19998,"Cherokee Laredo",NA,58000,NA,NA,"Black","Black","Automatic","2WD",6,"290horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2011,"Jeep","Grand",18998,"Cherokee Laredo",NA,52000,NA,NA,"Blue","Tan","Automatic","4WD",6,"290horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2014,"Jeep","Grand",33998,"Cherokee Summit",NA,41000,NA,NA,"Black","Black","Automatic","4WD",6,"290horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2013,"Jeep","Grand",NA,"Cherokee SRT-8",NA,41000,NA,NA,"Red","Black","Automatic","4WD",8,"N/A","N/A","Fleet",6.4
2011,"Jeep","Liberty",11599,"Sport",NA,102000,NA,NA,"Silver","Black","Automatic","2WD",6,"210horsepower@5200rpm","235torque@4000rpm","Fleet",3.7
2014,"Jeep","Patriot",15998,"Latitude",NA,25000,NA,NA,"Blue","Black","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2013,"Jeep","Patriot",NA,"Latitude",NA,52000,NA,NA,"Black","Black","Automatic","4WD",4,"172horsepower@6000rpm","165torque@4400rpm","Fleet",2.4
2016,"Jeep","Renegade",19998,"Latitude",NA,19000,NA,NA,"Black","Black","Automatic","4WD",4,"180horsepower@6400rpm","175torque@3900rpm","Fleet",2.4
2016,"Jeep","Renegade",22998,"Trailhawk",NA,12000,NA,NA,"Gray","Black","Automatic","4WD",4,"180horsepower@6400rpm","175torque@3900rpm","Fleet",2.4
2015,"Jeep","Wrangler",30998,"Rubicon",NA,18000,NA,NA,"Red","Black","Automatic","4WD",6,"285horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2014,"Jeep","Wrangler",25998,"Sport",NA,20000,NA,NA,"Black","Black","Automatic","4WD",6,"285horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2010,"Jeep","Wrangler",21998,"Unlimited Sahara",NA,95000,NA,NA,"White","Black","Automatic","4WD",6,"202horsepower@5200rpm","237torque@4000rpm","Fleet",3.8
2013,"Jeep","Wrangler",31998,"Unlimited Sahara",NA,30000,NA,NA,"Orange","Black","Automatic","4WD",6,"285horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2014,"Jeep","Wrangler",NA,"Unlimited Sport",NA,41000,NA,NA,"Red","Black","Automatic","4WD",6,"285horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2013,"Jeep","Wrangler",25998,"Unlimited Sport",NA,52000,NA,NA,"Black","Black","Automatic","4WD",6,"285horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2015,"Jeep","Wrangler",29998,"Unlimited Sport",NA,24000,NA,NA,"Black","Black","Automatic","4WD",6,"285horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2015,"Jeep","Wrangler",27998,"Unlimited Sport",NA,37000,NA,NA,"Red","Black","Automatic","4WD",6,"285horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2009,"Jeep","Wrangler",19599,"X",NA,58000,NA,NA,"Silver","Gray","Automatic","4WD",6,"202horsepower@5200rpm","237torque@4000rpm","Fleet",3.8
2012,"Kia","Forte",11998,"EX",NA,13000,NA,NA,"Silver","Tan","Automatic","2WD",4,"156horsepower@6200rpm","144torque@4300rpm","Fleet",2
2016,"Kia","Forte",12599,"LX",NA,38000,NA,NA,"Gray","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2016,"Kia","Sorento",NA,"LX",NA,18000,NA,NA,"Black","Gray","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5300rpm","Fleet",3.3
2016,"Kia","Sorento",22998,"LX",NA,16000,NA,NA,"White","Black","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5300rpm","Fleet",3.3
2016,"Kia","Sorento",23998,"LX",NA,7000,NA,NA,"Black","Black","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5300rpm","Fleet",3.3
2016,"Kia","Sorento",21998,"LX",NA,20000,NA,NA,"Red","Black","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5300rpm","Fleet",3.3
2016,"Kia","Sorento",22599,"LX",NA,9000,NA,NA,"Black","Black","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5300rpm","Fleet",3.3
2016,"Kia","Sorento",20599,"LX",NA,26000,NA,NA,"Red","Black","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5300rpm","Fleet",3.3
2016,"Kia","Sorento",20599,"LX",NA,29000,NA,NA,"White","Black","Automatic","4WD",4,"185horsepower@6000rpm","178torque@4000rpm","Fleet",2.4
2016,"Kia","Sorento",20998,"LX",NA,27000,NA,NA,"White","Tan","Automatic","4WD",4,"185horsepower@6000rpm","178torque@4000rpm","Fleet",2.4
2016,"Kia","Sorento",19998,"LX",NA,35000,NA,NA,"Purple","Tan","Automatic","4WD",4,"185horsepower@6000rpm","178torque@4000rpm","Fleet",2.4
2016,"Kia","Sorento",22599,"LX",NA,18000,NA,NA,"Red","Black","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5300rpm","Fleet",3.3
2016,"Kia","Sorento",21998,"LX",NA,18000,NA,NA,"Black","Black","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5300rpm","Fleet",3.3
2016,"Kia","Sorento",23599,"LX",NA,13000,NA,NA,"Gray","Black","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5300rpm","Fleet",3.3
2016,"Kia","Sorento",22599,"LX",NA,15000,NA,NA,"Gray","Black","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5300rpm","Fleet",3.3
2015,"Kia","Soul",18998,"+",NA,21000,NA,NA,"Blue","Black","Automatic","2WD",4,"164horsepower@6200rpm","151torque@4000rpm","Fleet",2
2015,"Kia","Soul",18998,"+",NA,21000,NA,NA,"Blue","Black","Automatic","2WD",4,"164horsepower@6200rpm","151torque@4000rpm","Fleet",2
2013,"Kia","Soul",10998,"+",NA,86000,NA,NA,"Green","Black","Automatic","2WD",4,"164horsepower@6500rpm","148torque@4800rpm","Fleet",2
2013,"Kia","Soul",10998,"+",NA,86000,NA,NA,"Green","Black","Automatic","2WD",4,"164horsepower@6500rpm","148torque@4800rpm","Fleet",2
2016,"Kia","Sportage",20998,"EX",NA,23000,NA,NA,"Gray","Black","Automatic","4WD",4,"182horsepower@6000rpm","177torque@4000rpm","Fleet",2.4
2012,"Land","LR2",24599,"HSE",NA,39000,NA,NA,"Blue","Beige","Automatic","4WD",6,"230horsepower@6300rpm","234torque@3200rpm","Fleet",3.2
2012,"Land","LR2",24599,"HSE",NA,39000,NA,NA,"Blue","Beige","Automatic","4WD",6,"230horsepower@6300rpm","234torque@3200rpm","Fleet",3.2
2014,"Land","LR2",25998,"HSE",NA,51000,NA,NA,"Green","Tan","Automatic","4WD",4,"240horsepower@5500rpm","250torque@3200rpm","Fleet",2
2011,"Land","LR4",34998,"HSE",NA,44000,NA,NA,"Gray","Black","Automatic","4WD",8,"375horsepower@6500rpm","375torque@3500rpm","Fleet",5
2012,"Lexus","IS",18998,"250",NA,45000,NA,NA,"Gray","Gray","Automatic","2WD",6,"204horsepower@6400rpm","185torque@4800rpm","Fleet",2.5
2007,"Lexus","IS",12998,"250",NA,114000,NA,NA,"Blue","Tan","Automatic","4WD",6,"204horsepower@6400rpm","185torque@4800rpm","Fleet",2.5
2014,"Lexus","IS",NA,"350",NA,27000,NA,NA,"Gray","n/a","Automatic","4WD",6,"306horsepower@6400rpm","277torque@4800rpm","Fleet",3.5
2015,"Lexus","NX",35998,"200t",NA,9000,NA,NA,"Black","Black","Automatic","4WD",4,"235horsepower@4800rpm","258torque@1650rpm","Fleet",2
2015,"Lexus","RX",33998,"350 F-SPORT",NA,42000,NA,NA,"Black","Black","Automatic","4WD",6,"270horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2015,"Lexus","RX",33998,"350 F-SPORT",NA,42000,NA,NA,"Black","Black","Automatic","4WD",6,"270horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2012,"Lexus","RX",26998,"350",NA,46000,NA,NA,"Black","Black","Automatic","4WD",6,"270horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2012,"Lexus","RX",26998,"350",NA,46000,NA,NA,"Black","Black","Automatic","4WD",6,"270horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2015,"Lexus","RX",31998,"350",NA,28000,NA,NA,"Black","Tan","Automatic","4WD",6,"270horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2016,"Lincoln","MKX",29998,"Reserve",NA,44000,NA,NA,"Red","Black","Automatic","4WD",6,"303horsepower@6500rpm","278torque@4000rpm","Fleet",3.7
2016,"Lincoln","MKX",29998,"Reserve",NA,44000,NA,NA,"Red","Black","Automatic","4WD",6,"303horsepower@6500rpm","278torque@4000rpm","Fleet",3.7
2016,"Mazda","CX-3",19599,"Sport",NA,20000,NA,NA,"Brown","Black","Automatic","4WD",4,"146horsepower@6000rpm","146torque@2800rpm","Fleet",2
2013,"Mazda","CX-5",21599,"Grand Touring",NA,44000,NA,NA,"Black","Black","Automatic","4WD",4,"155horsepower@6000rpm","150torque@4000rpm","Fleet",2
2015,"Mazda","CX-9",20998,"Touring",NA,45000,NA,NA,"Gray","Black","Automatic","4WD",6,"273horsepower@6250rpm","270torque@4250rpm","Fleet",3.7
2013,"Mazda","Mazda2",10599,"Sport",NA,54000,NA,NA,"Red","Black","Automatic","2WD",4,"100horsepower@6000rpm","98torque@4000rpm","Fleet",1.5
2013,"Mazda","Mazda3",12599,"i SV",NA,45000,NA,NA,"Silver","Black","Automatic","2WD",4,"148horsepower@6500rpm","135torque@4500rpm","Fleet",2
2013,"Mazda","Mazda3",NA,"i SV",NA,46000,NA,NA,"Silver","Black","Automatic","2WD",4,"148horsepower@6500rpm","135torque@4500rpm","Fleet",2
2015,"Mazda","Mazda6",16998,"I Touring",NA,37000,NA,NA,"Blue","Black","Automatic","2WD",4,"184horsepower@5700rpm","185torque@3250rpm","Fleet",2.5
2006,"Mazda","MX-5",11998,"Miata Touring",NA,45000,NA,NA,"Burgundy","Black","Manual5Speed","2WD",4,"166horsepower@6700rpm","140torque@5000rpm","Fleet",2
2013,"Mercedes-Benz","C300",18998,"Sport",NA,58000,NA,NA,"Red","Tan","Automatic","4WD",6,"248horsepower@6000rpm","251torque@2700rpm","Fleet",3.5
2014,"Mercedes-Benz","C300",22998,"Sport",NA,31000,NA,NA,"Black","Black","Automatic","4WD",6,"248horsepower@6500rpm","251torque@3500rpm","Fleet",3.5
2013,"Mercedes-Benz","C350",25998,NA,NA,30000,NA,NA,"Gray","Red","Automatic","4WD",6,"302horsepower@6500rpm","273torque@3500rpm","Fleet",3.5
2014,"Mercedes-Benz","CLA250",NA,NA,NA,34000,NA,NA,"Silver","Black","Automatic","2WD",4,"208horsepower@5500rpm","258torque@1250rpm","Fleet",2
2014,"Mercedes-Benz","E350",29998,"Luxury",NA,17000,NA,NA,"Brown","Tan","Automatic","4WD",6,"302horsepower@6500rpm","273torque@3500rpm","Fleet",3.5
2010,"Mercedes-Benz","E350",21998,NA,NA,29000,NA,NA,"Silver","Tan","Automatic","2WD",6,"268horsepower@6000rpm","258torque@2400rpm","Fleet",3.5
2010,"Mercedes-Benz","E550",24998,NA,NA,49000,NA,NA,"Black","Black","Automatic","2WD",8,"382horsepower@6000rpm","391torque@2800rpm","Fleet",5.5
