"Year","Make","Model","Price","Trim","Body","Mileage","VIN","TitleType","ExteriorColor","InteriorColor","Transmission","Drive","Cylinders","Horsepower","Torque","PriorUse","EngineLiter"
2016,"Chevrolet","Spark",11998,"LS",NA,13000,NA,NA,"Tan","Black","Automatic","2WD",4,"98horsepower@6200rpm","94torque@4400rpm","Fleet",1.4
2012,"Chevrolet","Tahoe",31998,"LT",NA,40000,NA,NA,"Gold","Tan","Automatic","4WD",8,"320horsepower@5400rpm","335torque@4000rpm","Fleet",5.3
2016,"Chevrolet","Traverse",26998,"LT",NA,19000,NA,NA,"Black","Gray","Automatic","2WD",6,"281horsepower@6300rpm","266torque@3400rpm","Fleet",3.6
2015,"Chevrolet","Trax",14998,"LS",NA,14000,NA,NA,"Black","Black","Automatic","2WD",4,"138horsepower@4900rpm","148torque@1850rpm","Fleet",1.4
2015,"Chrysler","200",17998,"C",NA,24000,NA,NA,"Black","Black","Automatic","2WD",6,"295horsepower@6350rpm","262torque@4250rpm","Fleet",3.6
2015,"Chrysler","200",19998,"C",NA,15000,NA,NA,"Gray","Black","Automatic","4WD",6,"295horsepower@6350rpm","262torque@4250rpm","Fleet",3.6
2015,"Chrysler","200",16599,"S",NA,31000,NA,NA,"White","Black","Automatic","2WD",4,"184horsepower@6250rpm","173torque@4600rpm","Fleet",2.4
2012,"Chrysler","300",31998,"C SRT",NA,48000,NA,NA,"Black","Black","Automatic","2WD",8,"465horsepower@6000rpm","465torque@4200rpm","Fleet",6.4
2008,"Chrysler","Sebring",8998,"Touring",NA,74000,NA,NA,"White","Gray","Automatic","2WD",6,"189horsepower@6400rpm","191torque@4000rpm","Fleet",2.7
2016,"Chrysler","Town",27998,"and Country S",NA,1000,NA,NA,"Red","Black","Automatic","2WD",6,"283horsepower@6400rpm","260torque@4400rpm","Fleet",3.6
2015,"Chrysler","Town",NA,"and Country Touring",NA,40000,NA,NA,"Gold","Black","Automatic","2WD",6,"283horsepower@6400rpm","260torque@4400rpm","Fleet",3.6
2015,"Chrysler","Town",21998,"and Country Touring",NA,28000,NA,NA,"Silver","Black","Automatic","2WD",6,"283horsepower@6400rpm","260torque@4400rpm","Fleet",3.6
2012,"Dodge","Challenger",NA,"SXT",NA,51000,NA,NA,"Black","Black","Automatic","2WD",6,"305horsepower@6350rpm","268torque@4800rpm","Fleet",3.6
2015,"Dodge","Charger",19998,"SE",NA,14000,NA,NA,"White","Black","Automatic","2WD",6,"292horsepower@6350rpm","260torque@4800rpm","Fleet",3.6
2014,"Dodge","Dart",13998,"GT",NA,27000,NA,NA,"Black","Black","Automatic","2WD",4,"184horsepower@6250rpm","171torque@4800rpm","Fleet",2.4
2013,"Dodge","Dart",9998,"SE",NA,38000,NA,NA,"Blue","Black","Manual6Speed","2WD",4,"160horsepower@6400rpm","148torque@4600rpm","Fleet",2
2015,"Dodge","Dart",11998,"SE",NA,17000,NA,NA,"Gray","Black","Automatic","2WD",4,"160horsepower@6400rpm","148torque@4600rpm","Fleet",2
2015,"Dodge","Dart",12599,"SE",NA,14000,NA,NA,"White","Black","Automatic","2WD",4,"160horsepower@6400rpm","148torque@4600rpm","Fleet",2
2015,"Dodge","Dart",12599,"SE",NA,33000,NA,NA,"Red","Black","Automatic","2WD",4,"160horsepower@6400rpm","148torque@4600rpm","Fleet",2
2016,"Dodge","Dart",13998,"SE",NA,7000,NA,NA,"Silver","Black","Automatic","2WD",4,"160horsepower@6400rpm","148torque@4600rpm","Fleet",2
2016,"Dodge","Dart",13998,"SXT",NA,3000,NA,NA,"White","Black","Automatic","2WD",4,"184horsepower@6250rpm","171torque@4800rpm","Fleet",2.4
2015,"Dodge","Durango",24599,"SXT",NA,12000,NA,NA,"Black","Tan","Automatic","2WD",6,"290horsepower@6400rpm","260torque@4800rpm","Fleet",3.6
2016,"Dodge","Journey",NA,"SE",NA,9000,NA,NA,"Red","Black","Automatic","2WD",4,"173horsepower@6000rpm","166torque@4000rpm","Fleet",2.4
2016,"Dodge","Journey",20998,"SXT",NA,16000,NA,NA,"Black","Black","Automatic","4WD",6,"283horsepower@6350rpm","260torque@4400rpm","Fleet",3.6
2013,"Dodge","Ram",22998,"1500 Express",NA,29000,NA,NA,"Gray","Gray","Automatic","2WD",8,"395horsepower@5600rpm","407torque@3950rpm","Fleet",5.7
2014,"Dodge","Ram",33998,"1500 Laramie",NA,27000,NA,NA,"Black","Black","Automatic","4WD",8,"395horsepower@5600rpm","410torque@3950rpm","Fleet",5.7
2016,"Dodge","Ram",43998,"1500 Laramie Longhorn",NA,12000,NA,NA,"Black","Brown","Automatic","4WD",8,"395horsepower@5600rpm","407torque@3950rpm","Fleet",5.7
2015,"Dodge","Ram",35998,"1500 Sport",NA,17000,NA,NA,"Black","Black","Automatic","4WD",8,"395horsepower@5600rpm","407torque@3950rpm","Fleet",5.7
2014,"Dodge","Ram",21998,"1500 Tradesman",NA,15000,NA,NA,"Silver","Gray","Automatic","2WD",8,"395horsepower@5600rpm","410torque@3950rpm","Fleet",5.7
2016,"Dodge","Ram",45998,"2500 Laramie",NA,30000,NA,NA,"White","Black","Automatic","4WD",8,"370horsepower@2800rpm","800torque@1600rpm","Fleet",6.7
2016,"Dodge","Ram",33998,"2500 SLT",NA,15000,NA,NA,"Black","Gray","Automatic","4WD",8,"383horsepower@5600rpm","400torque@4000rpm","Fleet",5.7
2014,"Fiat","500L",13998,"Easy",NA,30000,NA,NA,"White","Gray","Automatic","2WD",4,"160horsepower@5500rpm","184torque@2500rpm","Fleet",1.4
2015,"Fiat","500L",13599,"Easy",NA,17000,NA,NA,"White","Black","Automatic","2WD",4,"160horsepower@5500rpm","184torque@2500rpm","Fleet",1.4
2011,"Ford","Explorer",NA,"XLT",NA,46000,NA,NA,"White","Tan","Automatic","2WD",6,"290horsepower@6500rpm","255torque@4000rpm","Fleet",3.5
2013,"Ford","F150",23998,"XLT",NA,47000,NA,NA,"Gold","Tan","Automatic","4WD",8,"360horsepower@5500rpm","380torque@4250rpm","Fleet",5
2007,"Ford","F150",15998,"XLT",NA,125000,NA,NA,"White","Gray","Automatic","4WD",8,"300horsepower@5000rpm","365torque@3750rpm","Fleet",5.4
2013,"Ford","F150",28998,"XLT",NA,31000,NA,NA,"White","Gray","Automatic","4WD",8,"360horsepower@5500rpm","380torque@4250rpm","Fleet",5
2016,"Ford","F250",54998,"Lariat",NA,8000,NA,NA,"Green","Black","Automatic","4WD",8,"400horsepower@2800rpm","800torque@1600rpm","Fleet",6.7
2016,"Ford","F250",40998,"XLT",NA,20000,NA,NA,"Silver","Gray","Automatic","4WD",8,"400horsepower@2800rpm","800torque@1600rpm","Fleet",6.7
2015,"Ford","Fiesta",10998,"SE",NA,20000,NA,NA,"Gray","Black","Automatic","2WD",4,"120horsepower@6350rpm","112torque@5000rpm","Fleet",1.6
2010,"Ford","Flex",20599,"Limited",NA,45000,NA,NA,"Black","Tan","Automatic","4WD",6,"262horsepower@6250rpm","248torque@4500rpm","Fleet",3.5
2014,"Ford","Fusion",14998,"Titanium",NA,76000,NA,NA,"Red","Black","Automatic","2WD",4,"240horsepower@5500rpm","270torque@3000rpm","Fleet",2
2010,"Ford","Mustang",11599,NA,NA,86000,NA,NA,"Red","Gray","Automatic","2WD",6,"210horsepower@5300rpm","240torque@3500rpm","Fleet",4
2014,"Ford","Taurus",24599,"SHO",NA,53000,NA,NA,"Black","Black","Automatic","4WD",6,"365horsepower@5500rpm","350torque@1500rpm","Fleet",3.5
2015,"GMC","Acadia",27998,"SLT",NA,23000,NA,NA,"Silver","Black","Automatic","2WD",6,"281horsepower@6300rpm","266torque@3400rpm","Fleet",3.6
2015,"GMC","Sierra",18998,"1500",NA,12000,NA,NA,"White","Gray","Automatic","2WD",8,"355horsepower@5600rpm","383torque@4100rpm","Fleet",5.3
2015,"GMC","Sierra",18599,"1500",NA,23000,NA,NA,"White","Gray","Automatic","2WD",8,"355horsepower@5600rpm","383torque@4100rpm","Fleet",5.3
2013,"Hyundai","Elantra",10998,"GLS",NA,70000,NA,NA,"Red","Tan","Automatic","2WD",4,"148horsepower@6500rpm","131torque@4700rpm","Fleet",1.8
2016,"Hyundai","Elantra",13998,"SE",NA,16000,NA,NA,"Red","Gray","Automatic","2WD",4,"145horsepower@6500rpm","130torque@4700rpm","Fleet",1.8
2015,"Hyundai","Sonata",13998,"SE",NA,40000,NA,NA,"Gray","Gray","Automatic","2WD",4,"185horsepower@6000rpm","178torque@4000rpm","Fleet",2.4
2011,"Hyundai","Sonata",10599,"SE",NA,1e+05,NA,NA,"Blue","Gray","Automatic","2WD",4,"200horsepower@6000rpm","186torque@4250rpm","Fleet",2.4
2015,"Infiniti","Q70",34998,NA,NA,18000,NA,NA,"Gray","Black","Automatic","4WD",6,"330horsepower@7000rpm","270torque@5200rpm","Fleet",3.7
2016,"Infiniti","QX60",35998,NA,NA,16000,NA,NA,"Silver","Black","Automatic","4WD",6,"265horsepower@6400rpm","248torque@4400rpm","Fleet",3.5
2016,"Infiniti","QX60",36998,NA,NA,10000,NA,NA,"Black","Black","Automatic","4WD",6,"265horsepower@6400rpm","248torque@4400rpm","Fleet",3.5
2013,"Jaguar","XF",26998,"3.0 Supercharged",NA,27000,NA,NA,"Black","Black","Automatic","2WD",6,"340horsepower@6500rpm","332torque@3500rpm","Fleet",3
2014,"Jeep","Cherokee",16599,"Sport",NA,21000,NA,NA,"Gray","Black","Automatic","2WD",4,"184horsepower@6250rpm","171torque@4800rpm","Fleet",2.4
2014,"Jeep","Cherokee",25998,"Trailhawk",NA,22000,NA,NA,"Black","Black","Automatic","4WD",6,"271horsepower@6500rpm","239torque@4400rpm","Fleet",3.2
2015,"Jeep","Patriot",13998,"Altitude",NA,23000,NA,NA,"Black","Black","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2015,"Jeep","Patriot",13998,"Altitude",NA,21000,NA,NA,"Blue","Black","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2015,"Jeep","Patriot",15998,"Altitude",NA,14000,NA,NA,"Gray","Gray","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2015,"Jeep","Patriot",12998,"Altitude",NA,24000,NA,NA,"White","Black","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2015,"Jeep","Patriot",14998,"Latitude",NA,25000,NA,NA,"Gray","Black","Automatic","2WD",4,"172horsepower@6000rpm","165torque@4400rpm","Fleet",2.4
2013,"Jeep","Patriot",12998,"Latitude",NA,67000,NA,NA,"Silver","Black","Automatic","2WD",4,"158horsepower@6400rpm","141torque@5000rpm","Fleet",2
2014,"Jeep","Patriot",11998,"Sport",NA,43000,NA,NA,"Gray","Black","Manual5Speed","2WD",4,"N/A","N/A","Fleet",2.4
2016,"Jeep","Renegade",27998,"Trailhawk",NA,4000,NA,NA,"Gray","Black","Automatic","4WD",4,"180horsepower@6400rpm","175torque@3900rpm","Fleet",2.4
2016,"Jeep","Renegade",22599,"Trailhawk",NA,19000,NA,NA,"Blue","Black","Automatic","4WD",4,"180horsepower@6400rpm","175torque@3900rpm","Fleet",2.4
2015,"Kia","Optima",13998,"LX",NA,43000,NA,NA,"White","Gray","Automatic","2WD",4,"192horsepower@6300rpm","181torque@4250rpm","Fleet",2.4
2013,"Kia","Optima",16998,"SX",NA,44000,NA,NA,"Black","Black","Automatic","2WD",4,"274horsepower@6000rpm","269torque@4500rpm","Fleet",2
2014,"Kia","Optima",18998,"Hybrid EX",NA,20000,NA,NA,"Black","Gray","Automatic","2WD",4,"199horsepower@5500rpm","235torque@1000rpm","Fleet",2.4
2016,"Kia","Sorento",22998,"LX",NA,27000,NA,NA,"Gray","Black","Automatic","4WD",6,"290horsepower@6400rpm","252torque@5300rpm","Fleet",3.3
2016,"Kia","Soul",16998,"+",NA,6000,NA,NA,"Gray","Black","Automatic","2WD",4,"164horsepower@6200rpm","151torque@4000rpm","Fleet",2
2014,"Kia","Soul",11599,NA,NA,24000,NA,NA,"Gray","Black","Manual6Speed","2WD",4,"130horsepower@6300rpm","118torque@4850rpm","Fleet",1.6
2011,"Land","LR2",22998,"HSE",NA,44000,NA,NA,"Black","Black","Automatic","4WD",6,"230horsepower@6300rpm","234torque@3200rpm","Fleet",3.2
2016,"Lexus","GS",65998,"F",NA,4000,NA,NA,"Orange","Black","Automatic","2WD",8,"467horsepower@7100rpm","389torque@4800rpm","Fleet",5
2009,"Lexus","RX",NA,"350",NA,71000,NA,NA,"Black","Tan","Automatic","4WD",6,"270horsepower@6200rpm","251torque@4700rpm","Fleet",3.5
2015,"Lexus","RX",35998,"350",NA,21000,NA,NA,"Silver","Black","Automatic","4WD",6,"270horsepower@6200rpm","248torque@4700rpm","Fleet",3.5
2015,"Mazda","CX-9",22998,"Touring",NA,40000,NA,NA,"Red","Black","Automatic","4WD",6,"273horsepower@6250rpm","270torque@4250rpm","Fleet",3.7
2016,"Mazda","Mazda3",19998,"I Grand Touring",NA,8000,NA,NA,"White","Black","Automatic","2WD",4,"155horsepower@6000rpm","150torque@4000rpm","Fleet",2
2012,"Mazda","Mazda5",12998,"Sport",NA,47000,NA,NA,"Black","Black","Automatic","2WD",4,"157horsepower@6000rpm","163torque@4000rpm","Fleet",2.5
2014,"Mercedes-Benz","C250",19998,"Sport",NA,27000,NA,NA,"Black","Black","Automatic","2WD",4,"201horsepower@5500rpm","229torque@2000rpm","Fleet",1.8
2015,"Mercedes-Benz","GLA250",27998,NA,NA,9000,NA,NA,"Brown","Cream","Automatic","2WD",4,"208horsepower@5500rpm","258torque@1200rpm","Fleet",2
2015,"Mercedes-Benz","GLK350",27998,NA,NA,37000,NA,NA,"Silver","Black","Automatic","4WD",6,"302horsepower@6500rpm","273torque@3500rpm","Fleet",3.5
2014,"Mini","Cooper",16998,"Countryman",NA,24000,NA,NA,"White","Black","Manual6Speed","2WD",4,"121horsepower@6000rpm","114torque@4250rpm","Fleet",1.6
2006,"Mitsubishi","Galant",6998,"ES",NA,93000,NA,NA,"Blue","Gray","Automatic","2WD",4,"160horsepower@5500rpm","157torque@4000rpm","Fleet",2.4
2015,"Nissan","370Z",21998,NA,NA,20000,NA,NA,"Red","Black","Automatic","2WD",6,"332horsepower@7000rpm","270torque@5200rpm","Fleet",3.7
2016,"Nissan","Frontier",25998,"SV",NA,13000,NA,NA,"White","Gray","Automatic","4WD",6,"261horsepower@5600rpm","281torque@4000rpm","Fleet",4
2011,"Nissan","Maxima",14998,"SV",NA,51000,NA,NA,"Silver","Black","Automatic","2WD",6,"290horsepower@6400rpm","261torque@4400rpm","Fleet",3.5
2015,"Nissan","Rogue",14998,"Select S",NA,29000,NA,NA,"Pearl","Black","Automatic","2WD",4,"170horsepower@6000rpm","175torque@4400rpm","Fleet",2.5
2016,"Nissan","Sentra",NA,"S",NA,7000,NA,NA,"Silver","Black","Automatic","2WD",4,"130horsepower@6000rpm","128torque@3600rpm","Fleet",1.8
2015,"Nissan","Sentra",12599,"SV",NA,42000,NA,NA,"Gray","Black","Automatic","2WD",4,"130horsepower@6000rpm","128torque@3600rpm","Fleet",1.8
2013,"Nissan","Titan",21998,"SV",NA,49000,NA,NA,"White","Tan","Automatic","2WD",8,"317horsepower@5200rpm","385torque@3400rpm","Fleet",5.6
2008,"Nissan","Versa",7998,"S",NA,94000,NA,NA,"Gray","Black","Automatic","2WD",4,"122horsepower@5200rpm","127torque@4800rpm","Fleet",1.8
2016,"Nissan","Versa",12998,"SV",NA,5000,NA,NA,"White","Black","Automatic","2WD",4,"109horsepower@6000rpm","107torque@4400rpm","Fleet",1.6
2007,"Saturn","Aura",8998,"XE",NA,95000,NA,NA,"Gray","Tan","Automatic","2WD",6,"224horsepower@5800rpm","220torque@4000rpm","Fleet",3.5
2007,"Saturn","Aura",8998,"XE",NA,95000,NA,NA,"Gray","Tan","Automatic","2WD",6,"224horsepower@5800rpm","220torque@4000rpm","Fleet",3.5
2015,"Scion","xB",NA,NA,NA,27000,NA,NA,"Red","Black","Manual5Speed","2WD",4,"158horsepower@6000rpm","162torque@4000rpm","Fleet",2.4
2015,"Scion","xB",NA,NA,NA,27000,NA,NA,"Red","Black","Manual5Speed","2WD",4,"158horsepower@6000rpm","162torque@4000rpm","Fleet",2.4
2015,"Subaru","BRZ",23599,"Limited",NA,9000,NA,NA,"Blue","Black","Manual6Speed","2WD",4,"200horsepower@7000rpm","151torque@6400rpm","Fleet",2
2011,"Subaru","Impreza",14599,"2.5i Premium",NA,68000,NA,NA,"Blue","Black","Automatic","4WD",4,"170horsepower@6000rpm","170torque@4400rpm","Fleet",2.5
2014,"Subaru","Legacy",16998,"2.5i",NA,29000,NA,NA,"Tan","Tan","Automatic","4WD",4,"170horsepower@5600rpm","170torque@4000rpm","Fleet",2.5
2015,"Subaru","Legacy",17599,NA,NA,42000,NA,NA,"Silver","Black","Automatic","4WD",4,"175horsepower@5800rpm","174torque@4000rpm","Fleet",2.5
2014,"Subaru","Outback",21599,"2.5i Premium",NA,43000,NA,NA,"Silver","Black","Automatic","4WD",4,"173horsepower@5600rpm","174torque@4000rpm","Fleet",2.5
2012,"Subaru","Outback",NA,"3.6R Limited",NA,83000,NA,NA,"Pearl","Tan","Automatic","4WD",6,"256horsepower@6600rpm","247torque@4400rpm","Fleet",3.6
2015,"Subaru","Outback",26998,"Limited",NA,57000,NA,NA,"Black","Black","Automatic","4WD",4,"175horsepower@5800rpm","174torque@4000rpm","Fleet",2.5
2016,"Subaru","WRX",32998,"STI",NA,22000,NA,NA,"Black","Black","Manual6Speed","4WD",4,"305horsepower@6000rpm","290torque@4000rpm","Fleet",2.5
2015,"Toyota","4Runner",29998,"SR5 Premium",NA,35000,NA,NA,"White","Black","Automatic","2WD",6,"270horsepower@5600rpm","278torque@4400rpm","Fleet",4
2015,"Toyota","Camry",20998,"XLE",NA,11000,NA,NA,"Gray","Gray","Automatic","2WD",4,"178horsepower@6000rpm","170torque@4100rpm","Fleet",2.5
2015,"Toyota","Camry",20998,"XSE",NA,24000,NA,NA,"Black","Gray","Automatic","2WD",4,"178horsepower@6000rpm","170torque@4100rpm","Fleet",2.5
2013,"Toyota","Corolla",12998,"LE",NA,29000,NA,NA,"Blue","Tan","Automatic","2WD",4,"132horsepower@6000rpm","128torque@4400rpm","Fleet",1.8
2013,"Toyota","RAV4",19998,"EV",NA,37000,NA,NA,"White","Gray","Automatic","2WD",NA,"154horsepower@0rpm","218torque@0rpm","Fleet",0
2016,"Toyota","Sequoia",36998,"SR5",NA,28000,NA,NA,"Silver","Gray","Automatic","4WD",8,"381horsepower@5600rpm","401torque@3600rpm","Fleet",5.7
2016,"Toyota","Sequoia",36998,"SR5",NA,30000,NA,NA,"Purple","Gray","Automatic","4WD",8,"381horsepower@5600rpm","401torque@3600rpm","Fleet",5.7
2016,"Toyota","Sequoia",40998,"SR5",NA,28000,NA,NA,"Purple","Gray","Automatic","4WD",8,"381horsepower@5600rpm","401torque@3600rpm","Fleet",5.7
2015,"Toyota","Tacoma",25998,"PreRunner",NA,12000,NA,NA,"Red","Gray","Automatic","2WD",4,"159horsepower@5200rpm","180torque@3800rpm","Fleet",2.7
2013,"Toyota","Tacoma",23998,"PreRunner",NA,23000,NA,NA,"White","Gray","Automatic","2WD",4,"159horsepower@5200rpm","180torque@3800rpm","Fleet",2.7
2017,"Toyota","Tacoma",34998,"TRD Off Road",NA,5000,NA,NA,"Blue","Black","Automatic","4WD",6,"278horsepower@6000rpm","265torque@4600rpm","Fleet",3.5
2009,"Toyota","Tacoma",17998,NA,NA,35000,NA,NA,"Blue","Gray","Automatic","2WD",4,"159horsepower@5200rpm","180torque@3800rpm","Fleet",2.7
2011,"Toyota","Tundra",32998,"Limited",NA,18000,NA,NA,"Black","Black","Automatic","4WD",8,"381horsepower@5600rpm","401torque@3600rpm","Fleet",5.7
2016,"Toyota","Tundra",28998,"SR",NA,19000,NA,NA,"White","n/a","Automatic","4WD",8,"310horsepower@5600rpm","327torque@3400rpm","Fleet",4.6
2016,"Toyota","Tundra",27998,"SR",NA,19000,NA,NA,"White","n/a","Automatic","4WD",8,"310horsepower@5600rpm","327torque@3400rpm","Fleet",4.6
2016,"Volkswagen","Jetta",15599,"S",NA,8000,NA,NA,"Silver","Black","Automatic","2WD",4,"150horsepower@5000rpm","184torque@1400rpm","Fleet",1.4
2013,"Volkswagen","Passat",13599,"SE",NA,56000,NA,NA,"Blue","Tan","Automatic","2WD",5,"0horsepower@0rpm","0torque@0rpm","Fleet",2.5
2014,"Acura","ILX",NA,NA,NA,31000,NA,NA,"White","Black","Automatic","2WD",4,"150horsepower@6500rpm","140torque@4300rpm","Fleet",2
2015,"Acura","MDX",41998,"Advance",NA,19000,NA,NA,"Silver","Black","Automatic","4WD",6,"290horsepower@6200rpm","267torque@4500rpm","Fleet",3.5
2014,"Acura","MDX",35998,NA,NA,15000,NA,NA,"Burgundy","Tan","Automatic","4WD",6,"290horsepower@6200rpm","267torque@4500rpm","Fleet",3.5
2012,"Acura","TL",NA,NA,NA,96000,NA,NA,"Gray","Tan","Automatic","2WD",6,"280horsepower@6200rpm","254torque@5000rpm","Fleet",3.5
2015,"Audi","A3",21998,"Premium",NA,29000,NA,NA,"Black","Black","Automatic","2WD",4,"170horsepower@4500rpm","200torque@1600rpm","Fleet",2
2013,"Audi","A4",21998,"Premium Plus",NA,50000,NA,NA,"Gray","Black","Automatic","2WD",4,"211horsepower@4300rpm","258torque@1500rpm","Fleet",2
2013,"Audi","A4",22599,"Premium Plus",NA,36000,NA,NA,"Gray","Black","Automatic","2WD",4,"211horsepower@4300rpm","258torque@1500rpm","Fleet",2
2012,"Audi","A7",38998,"Prestige",NA,28000,NA,NA,"Gray","Black","Automatic","4WD",6,"310horsepower@6500rpm","325torque@4500rpm","Fleet",3
2013,"Audi","A8",37998,"L",NA,57000,NA,NA,"Black","Black","Automatic","4WD",6,"333horsepower@5500rpm","325torque@2900rpm","Fleet",3
2013,"Audi","S4",NA,"Premium Plus",NA,32000,NA,NA,"Gray","Black","Automatic","4WD",6,"333horsepower@5500rpm","325torque@2900rpm","Fleet",3
2013,"BMW","135",26998,"I",NA,17000,NA,NA,"Black","Black","Automatic","2WD",6,"300horsepower@5800rpm","300torque@1200rpm","Fleet",3
2015,"BMW","320",20998,"XI",NA,48000,NA,NA,"Black","Black","Automatic","4WD",4,"180horsepower@5000rpm","200torque@1250rpm","Fleet",2
2012,"BMW","328",19599,"I",NA,46000,NA,NA,"Black","Black","Automatic","2WD",4,"240horsepower@5000rpm","255torque@1250rpm","Fleet",2
2014,"BMW","328",24998,"XI",NA,13000,NA,NA,"Red","Black","Automatic","4WD",4,"240horsepower@5000rpm","255torque@1250rpm","Fleet",2
2014,"BMW","428",25998,"I",NA,30000,NA,NA,"Black","Black","Automatic","2WD",4,"240horsepower@5000rpm","255torque@1250rpm","Fleet",2
2014,"BMW","528",26998,"I",NA,34000,NA,NA,"Black","Black","Automatic","2WD",4,"241horsepower@5000rpm","258torque@1450rpm","Fleet",2
2013,"BMW","528",26998,"XI",NA,19000,NA,NA,"Gray","Black","Automatic","4WD",4,"240horsepower@5000rpm","260torque@1250rpm","Fleet",2
2016,"BMW","535",49998,"I",NA,6000,NA,NA,"Gray","Black","Automatic","2WD",6,"300horsepower@5800rpm","300torque@1300rpm","Fleet",3
2012,"BMW","535",24998,"I",NA,38000,NA,NA,"Gray","Black","Automatic","2WD",6,"N/A","N/A","Fleet",3
2015,"BMW","X1",25998,"XDrive28i",NA,24000,NA,NA,"Black","Black","Automatic","4WD",4,"240horsepower@5000rpm","260torque@1250rpm","Fleet",2
2014,"BMW","X3",27998,"XDrive28i",NA,38000,NA,NA,"Gray","Black","Automatic","4WD",4,"240horsepower@5000rpm","260torque@1250rpm","Fleet",2
2014,"BMW","X3",32998,"XDrive35i",NA,24000,NA,NA,"Gray","Black","Automatic","4WD",6,"300horsepower@5800rpm","300torque@1300rpm","Fleet",3
2016,"BMW","X4",41998,"XDrive28i",NA,14000,NA,NA,"Gray","Black","Automatic","4WD",4,"240horsepower@5000rpm","258torque@1450rpm","Fleet",2
2013,"BMW","X5",31998,"XDrive35i",NA,29000,NA,NA,"White","Black","Automatic","4WD",6,"300horsepower@5800rpm","300torque@1300rpm","Fleet",3
2014,"Buick","Enclave",26998,"Leather",NA,36000,NA,NA,"Gray","Black","Automatic","2WD",6,"288horsepower@6300rpm","270torque@3400rpm","Fleet",3.6
2014,"Buick","Encore",17998,"Convenience",NA,21000,NA,NA,"Silver","Black","Automatic","2WD",4,"138horsepower@4900rpm","148torque@1850rpm","Fleet",1.4
2014,"Cadillac","Escalade",37998,"Luxury",NA,48000,NA,NA,"Silver","Black","Automatic","2WD",8,"403horsepower@5700rpm","417torque@4300rpm","Fleet",6.2
2016,"Cadillac","SRX",29998,"Luxury",NA,34000,NA,NA,"Black","Black","Automatic","2WD",6,"N/A","N/A","Fleet",3.6
2014,"Cadillac","SRX",27998,"Luxury",NA,21000,NA,NA,"Gray","Gray","Automatic","2WD",6,"308horsepower@6800rpm","265torque@2400rpm","Fleet",3.6
2014,"Cadillac","SRX",29998,"Luxury",NA,9000,NA,NA,"Brown","Tan","Automatic","2WD",6,"308horsepower@6800rpm","265torque@2400rpm","Fleet",3.6
2014,"Chevrolet","Camaro",18998,"LT",NA,36000,NA,NA,"Gray","Black","Automatic","2WD",6,"323horsepower@6800rpm","278torque@4800rpm","Fleet",3.6
2012,"Chevrolet","Cruze",NA,"LS",NA,44000,NA,NA,"Blue","Black","Automatic","2WD",4,"138horsepower@6300rpm","125torque@3800rpm","Fleet",1.8
2012,"Chevrolet","Cruze",12599,"LS",NA,35000,NA,NA,"White","Gray","Automatic","2WD",4,"138horsepower@6300rpm","125torque@3800rpm","Fleet",1.8
2015,"Chevrolet","Cruze",13599,"LT",NA,42000,NA,NA,"White","Black","Automatic","2WD",4,"138horsepower@4900rpm","148torque@1850rpm","Fleet",1.4
2015,"Chevrolet","Cruze",13599,"LT",NA,42000,NA,NA,"White","Black","Automatic","2WD",4,"138horsepower@4900rpm","148torque@1850rpm","Fleet",1.4
2015,"Chevrolet","Cruze",14998,"LT",NA,14000,NA,NA,"Silver","Black","Automatic","2WD",4,"138horsepower@4900rpm","148torque@1850rpm","Fleet",1.4
2015,"Chevrolet","Cruze",14998,"LT",NA,14000,NA,NA,"Silver","Black","Automatic","2WD",4,"138horsepower@4900rpm","148torque@1850rpm","Fleet",1.4
2015,"Chevrolet","Cruze",14599,"LT",NA,30000,NA,NA,"White","Black","Automatic","2WD",4,"138horsepower@4900rpm","148torque@1850rpm","Fleet",1.4
2014,"Chevrolet","Equinox",15998,"LS",NA,47000,NA,NA,"Silver","Black","Automatic","2WD",4,"182horsepower@6700rpm","172torque@4900rpm","Fleet",2.4
2015,"Chevrolet","Impala",19599,"LT",NA,28000,NA,NA,"Silver","Gray","Automatic","2WD",6,"305horsepower@6800rpm","264torque@5300rpm","Fleet",3.6
2013,"Chevrolet","Impala",15998,"LTZ",NA,46000,NA,NA,"Silver","Black","Automatic","2WD",6,"303horsepower@6800rpm","264torque@5300rpm","Fleet",3.6
2015,"Chevrolet","Impala",14599,"Limited LT",NA,37000,NA,NA,"Red","Black","Automatic","2WD",6,"305horsepower@6800rpm","264torque@5300rpm","Fleet",3.6
2015,"Chevrolet","Malibu",NA,"LS",NA,22000,NA,NA,"Black","Gray","Automatic","2WD",4,"196horsepower@6300rpm","191torque@4400rpm","Fleet",2.5
2011,"Chevrolet","Malibu",NA,"LS",NA,53000,NA,NA,"Gold","Black","Automatic","2WD",4,"169horsepower@6400rpm","160torque@4500rpm","Fleet",2.4
